tid,sid,latitude,longitude,time,direction_inference,speed_inference_m_s,label
8,12,0.087,-32.301,2004-08-14 00:00:00,170.729,2.67029,FISHING
10,12,0.441,-33.056999999999995,2004-08-18 00:00:00,12.8937,0.936031,FISHING
10,12,0.465,-33.059,2004-08-18 00:28:00,19.6803,1.594,FISHING
10,12,0.487,-33.069,2004-08-18 01:00:00,91.2454,1.39955,FISHING
10,12,0.52,-32.992,2004-08-18 02:00:00,73.6624,2.58747,FISHING
10,12,0.457,-32.94,2004-08-18 03:00:00,43.1125,2.52311,FISHING
10,12,0.409,-32.943000000000005,2004-08-18 03:37:00,72.5388,2.40891,FISHING
10,12,0.404,-32.93,2004-08-18 04:00:00,21.0795,1.12227,FISHING
10,12,0.338,-32.857,2004-08-18 05:00:00,19.5822,3.03968,FISHING
10,12,0.325,-32.85,2004-08-18 05:15:00,10.6902,1.82419,FISHING
10,12,0.304,-32.833,2004-08-18 05:29:00,24.9548,3.57655,FISHING
10,12,0.272,-32.825,2004-08-18 06:00:00,28.7798,1.97191,FISHING
10,12,0.196,-32.845,2004-08-18 07:00:00,149.744,2.42737,FISHING
10,12,0.202,-32.839,2004-08-18 07:55:00,74.2192,0.285914,FISHING
10,12,0.16899999999999998,-32.78,2004-08-18 08:42:00,45.6088,2.66558,FISHING
10,12,0.174,-32.763000000000005,2004-08-18 09:00:00,77.5556,1.82442,FISHING
10,12,0.319,-32.773,2004-08-18 10:00:00,4.0441400000000005,4.489319999999998,FISHING
10,12,0.376,-32.781,2004-08-18 10:26:00,0.437642,4.10271,FISHING
10,12,0.457,-32.793,2004-08-18 11:00:00,0.319193,4.46328,FISHING
10,12,0.496,-32.799,2004-08-18 11:17:00,0.43438,4.30159,FISHING
10,12,0.595,-32.815,2004-08-18 12:00:00,1.51374,4.32214,FISHING
10,12,0.6990000000000001,-32.829,2004-08-18 12:56:00,5.66427,3.4727900000000003,FISHING
10,12,0.8420000000000001,-32.834,2004-08-18 14:00:00,0.400272,4.1433800000000005,FISHING
10,12,0.985,-32.838,2004-08-18 15:00:00,9.33586,4.41864,FISHING
10,12,1.0659999999999998,-32.827,2004-08-18 16:00:00,88.2713,2.52484,FISHING
10,12,1.067,-32.833,2004-08-18 16:32:00,28.4127,0.352218,FISHING
10,12,1.074,-32.842,2004-08-18 17:00:00,0.41518,0.754571,FISHING
10,12,1.089,-32.861,2004-08-18 18:06:00,2.7524900000000003,0.679659,FISHING
10,12,1.099,-32.875,2004-08-18 19:00:00,18.4349,0.590382,FISHING
10,12,1.103,-32.888000000000005,2004-08-18 19:50:00,121.929,0.504053,FISHING
10,12,1.001,-32.861,2004-08-18 21:00:00,20.9967,2.79342,FISHING
10,12,0.964,-32.865,2004-08-18 21:24:00,8.291269999999999,2.87373,FISHING
10,12,0.937,-32.864000000000004,2004-08-18 21:39:00,16.5914,3.3381300000000005,FISHING
10,12,0.906,-32.872,2004-08-18 22:00:00,24.0755,2.82535,FISHING
10,12,0.841,-32.861,2004-08-18 23:00:00,39.8616,2.03623,FISHING
10,12,0.8170000000000001,-32.875,2004-08-18 23:18:00,15.5997,2.86061,FISHING
10,12,0.752,-32.892,2004-08-19 00:05:00,1.66213,2.6492,FISHING
10,12,0.7,-32.904,2004-08-19 01:00:00,9.02212,1.79821,FISHING
10,12,0.628,-32.909,2004-08-19 01:44:00,6.17509,3.03989,FISHING
10,12,0.602,-32.908,2004-08-19 02:00:00,0.08801189999999999,3.01376,FISHING
10,12,0.502,-32.904,2004-08-19 03:00:00,24.2744,3.09122,FISHING
10,12,0.462,-32.884,2004-08-19 03:28:00,46.0051,2.95997,FISHING
10,12,0.428,-32.896,2004-08-19 04:00:00,19.44,2.08811,FISHING
10,12,0.343,-32.896,2004-08-19 05:00:00,6.5198,2.62544,FISHING
10,12,0.308,-32.9,2004-08-19 05:16:00,6.5198,4.0803699999999985,FISHING
10,12,0.276,-32.9,2004-08-19 05:45:00,120.069,2.04496,FISHING
10,12,0.287,-32.881,2004-08-19 06:00:00,10.1648,2.71245,FISHING
10,13,0.329,-32.765,2004-08-19 07:00:00,1.54399,3.81052,NOT_FISHING
10,13,0.35100000000000003,-32.709,2004-08-19 07:29:00,0.286477,3.84489,NOT_FISHING
10,13,0.375,-32.647,2004-08-19 08:00:00,1.6246,3.97444,NOT_FISHING
10,13,0.386,-32.616,2004-08-19 08:16:00,2.62969,3.80995,NOT_FISHING
10,13,0.397,-32.589,2004-08-19 08:30:00,2.8763,3.859280000000001,NOT_FISHING
10,13,0.418,-32.529,2004-08-19 09:00:00,8.28009,3.92688,NOT_FISHING
10,14,0.477,-32.416,2004-08-19 10:04:00,60.64,3.69122,FISHING
10,14,0.509,-32.415,2004-08-19 10:19:00,0.596033,3.95553,FISHING
10,14,0.605,-32.411,2004-08-19 11:00:00,0.476461,4.3430800000000005,FISHING
10,14,0.745,-32.404,2004-08-19 12:00:00,0.616663,4.32965,FISHING
10,14,0.847,-32.4,2004-08-19 12:45:00,0.934088,4.2039300000000015,FISHING
10,14,0.883,-32.398,2004-08-19 13:00:00,1.50744,4.45465,FISHING
10,14,1.02,-32.394,2004-08-19 14:00:00,0.82363,4.23339,FISHING
10,14,1.155,-32.392,2004-08-19 15:00:00,1.70386,4.17027,FISHING
10,14,1.289,-32.394,2004-08-19 16:00:00,0.8550969999999999,4.13938,FISHING
10,14,1.336,-32.394,2004-08-19 16:18:00,0.6510600000000001,4.83904,FISHING
10,14,1.4240000000000002,-32.393,2004-08-19 17:00:00,168.03900000000004,3.88325,FISHING
10,14,1.414,-32.391,2004-08-19 17:50:00,125.272,0.377986,FISHING
10,14,1.418,-32.4,2004-08-19 18:23:00,7.26324,0.5529609999999999,FISHING
10,14,1.421,-32.41,2004-08-19 19:00:00,0.753848,0.522785,FISHING
10,14,1.423,-32.417,2004-08-19 19:25:00,3.41659,0.539521,FISHING
10,14,1.425,-32.426,2004-08-19 20:00:00,102.529,0.4880310000000001,FISHING
10,14,1.359,-32.426,2004-08-19 21:00:00,4.66686,2.03857,FISHING
10,14,1.31,-32.43,2004-08-19 21:27:00,3.27661,3.37449,FISHING
10,14,1.267,-32.436,2004-08-19 22:00:00,3.65432,2.4382200000000003,FISHING
10,14,1.147,-32.445,2004-08-19 23:00:00,6.806030000000002,3.7169,FISHING
10,14,1.056,-32.441,2004-08-19 23:44:00,4.6081400000000015,3.83656,FISHING
10,14,1.024,-32.437,2004-08-20 00:00:00,6.05419,3.73533,FISHING
10,14,0.917,-32.435,2004-08-20 01:00:00,27.0452,3.30554,FISHING
10,14,0.878,-32.454,2004-08-20 01:24:00,28.4639,3.34982,FISHING
10,14,0.8320000000000001,-32.452,2004-08-20 02:00:00,15.9454,2.37028,FISHING
10,14,0.7390000000000001,-32.421,2004-08-20 03:00:00,26.2001,3.02789,FISHING
10,14,0.7170000000000001,-32.424,2004-08-20 03:12:00,23.0203,3.42906,FISHING
10,14,0.684,-32.415,2004-08-20 04:00:00,18.308,1.32064,FISHING
10,14,0.609,-32.419000000000004,2004-08-20 05:01:00,13.0071,2.28182,FISHING
10,14,0.5429999999999999,-32.438,2004-08-20 06:00:00,39.8628,2.15731,FISHING
10,14,0.4970000000000001,-32.506,2004-08-20 07:00:00,26.9522,2.53571,FISHING
10,15,0.481,-32.634,2004-08-20 07:55:00,3.06567,4.346419999999998,NOT_FISHING
10,15,0.47,-32.789,2004-08-20 09:00:00,0.458068,4.43025,NOT_FISHING
10,15,0.461,-32.931999999999995,2004-08-20 10:00:00,0.8374209999999999,4.4255,NOT_FISHING
10,15,0.454,-33.077,2004-08-20 11:00:00,0.0157692,4.48376,NOT_FISHING
10,15,0.448,-33.202,2004-08-20 11:51:00,7.5567600000000015,4.54737,NOT_FISHING
10,15,0.434,-33.279,2004-08-20 12:24:00,4.95027,4.39502,NOT_FISHING
10,15,0.413,-33.356,2004-08-20 13:00:00,7.63093,4.10856,NOT_FISHING
10,15,0.396,-33.483000000000004,2004-08-20 13:57:00,6.4307,4.1659,NOT_FISHING
10,15,0.393,-33.626999999999995,2004-08-20 15:00:00,2.70093,4.23682,NOT_FISHING
10,15,0.397,-33.779,2004-08-20 16:05:00,0.71222,4.33515,NOT_FISHING
10,15,0.402,-33.908,2004-08-20 17:00:00,3.27267,4.34987,NOT_FISHING
10,15,0.412,-34.012,2004-08-20 17:44:00,8.78877,4.4005,NOT_FISHING
10,15,0.426,-34.067,2004-08-20 18:07:00,0.284669,4.57289,NOT_FISHING
10,15,0.459,-34.194,2004-08-20 19:00:00,0.284669,4.58814,NOT_FISHING
10,15,0.487,-34.304,2004-08-20 19:46:00,2.64746,4.57285,NOT_FISHING
10,15,0.494,-34.338,2004-08-20 20:00:00,3.2479,4.5949800000000005,NOT_FISHING
10,15,0.532,-34.481,2004-08-20 21:00:00,0.8452860000000001,4.57003,NOT_FISHING
10,15,0.5670000000000001,-34.621,2004-08-20 22:00:00,0.34515100000000004,4.45714,NOT_FISHING
10,15,0.5770000000000001,-34.66,2004-08-20 22:16:00,1.105,4.6632099999999985,NOT_FISHING
10,15,0.598,-34.749,2004-08-20 22:54:00,0.200816,4.45947,NOT_FISHING
10,15,0.634,-34.904,2004-08-21 00:00:00,0.17683,4.46793,NOT_FISHING
10,15,0.664,-35.035,2004-08-21 00:56:00,1.44486,4.44724,NOT_FISHING
10,15,0.695,-35.188,2004-08-21 02:00:00,0.35925300000000004,4.5201400000000005,NOT_FISHING
10,15,0.727,-35.341,2004-08-21 03:04:00,1.06729,4.52595,NOT_FISHING
10,15,0.753,-35.478,2004-08-21 04:00:00,0.8331059999999999,4.61439,NOT_FISHING
10,15,0.7709999999999999,-35.581,2004-08-21 04:43:00,3.28024,4.5060699999999985,NOT_FISHING
10,15,0.7759999999999999,-35.624,2004-08-21 05:00:00,2.6400900000000003,4.71879,NOT_FISHING
10,15,0.8,-35.771,2004-08-21 06:00:00,0.656954,4.60015,NOT_FISHING
10,15,0.815,-35.87,2004-08-21 06:40:00,3.39583,4.63869,NOT_FISHING
10,15,0.825,-35.917,2004-08-21 07:00:00,2.42853,4.45218,NOT_FISHING
10,15,0.838,-35.994,2004-08-21 07:32:00,1.88659,4.52203,NOT_FISHING
10,15,0.852,-36.063,2004-08-21 08:00:00,0.546726,4.6595,NOT_FISHING
10,15,0.863,-36.12,2004-08-21 08:24:00,1.35612,4.48219,NOT_FISHING
10,16,0.878,-36.209,2004-08-21 09:00:00,1.43658,4.64574,FISHING
10,16,0.883,-36.244,2004-08-21 09:15:00,25.8464,4.36764,FISHING
10,16,0.945,-36.336,2004-08-21 10:00:00,0.471646,4.56853,FISHING
10,16,1.028,-36.457,2004-08-21 11:00:00,1.57951,4.5317,FISHING
10,16,1.07,-36.522,2004-08-21 11:32:00,3.34078,4.48136,FISHING
10,16,1.111,-36.578,2004-08-21 12:00:00,0.738714,4.59317,FISHING
10,16,1.199,-36.695,2004-08-21 13:00:00,0.76855,4.52134,FISHING
10,16,1.248,-36.762,2004-08-21 13:35:00,0.219103,4.39451,FISHING
10,16,1.285,-36.813,2004-08-21 14:00:00,0.6814140000000001,4.6700300000000015,FISHING
10,16,1.375,-36.934,2004-08-21 15:00:00,0.804279,4.65706,FISHING
10,16,1.453,-37.042,2004-08-21 15:53:00,29.4975,4.65742,FISHING
10,16,1.457,-37.078,2004-08-21 17:00:00,4.96974,1.00158,FISHING
10,16,1.459,-37.088,2004-08-21 17:31:00,2.72631,0.609472,FISHING
10,16,1.461,-37.096,2004-08-21 18:00:00,2.72631,0.526814,FISHING
10,16,1.465,-37.116,2004-08-21 19:00:00,5.17275e-12,0.629786,FISHING
10,16,1.466,-37.121,2004-08-21 19:15:00,113.839,0.629785,FISHING
10,16,1.457,-37.119,2004-08-21 20:00:00,36.7076,0.379686,FISHING
10,16,1.432,-37.09,2004-08-21 20:21:00,2.96336,3.3783300000000005,FISHING
10,16,1.388,-37.044,2004-08-21 21:00:00,1.95149,3.02437,FISHING
10,16,1.321,-36.969,2004-08-21 22:00:00,0.376756,3.10582,FISHING
10,16,1.254,-36.893,2004-08-21 23:00:00,1.59315,3.12896,FISHING
11,16,1.199,-36.827,2004-08-22 00:00:00,1.20352,2.65327,FISHING
11,16,1.159,-36.781,2004-08-22 00:40:00,22.4259,2.82396,FISHING
11,16,1.145,-36.774,2004-08-22 01:00:00,14.0362,1.45034,FISHING
11,16,1.089,-36.726,2004-08-22 02:09:00,13.5611,1.98084,FISHING
11,16,1.05,-36.672,2004-08-22 03:00:00,5.72872,2.42024,FISHING
11,16,1.003,-36.619,2004-08-22 04:00:00,4.0622300000000005,2.18781,FISHING
11,16,0.97,-36.576,2004-08-22 04:31:00,5.30841,3.2400900000000004,FISHING
11,16,0.953,-36.549,2004-08-22 05:00:00,4.921130000000002,2.03876,FISHING
11,16,0.897,-36.475,2004-08-22 06:00:00,29.6855,2.86615,FISHING
11,16,0.894,-36.452,2004-08-22 06:15:00,27.2637,2.86537,FISHING
11,16,0.858,-36.4,2004-08-22 07:00:00,74.9315,2.60446,FISHING
11,16,0.8690000000000001,-36.387,2004-08-22 07:16:00,45.867,1.97235,FISHING
11,16,0.862,-36.316,2004-08-22 07:53:00,0.963824,3.5730699999999995,FISHING
11,16,0.8540000000000001,-36.218,2004-08-22 08:45:00,12.797,3.50389,FISHING
11,16,0.857,-36.197,2004-08-22 08:59:00,84.2558,2.80779,FISHING
11,16,0.953,-36.201,2004-08-22 09:42:00,3.71816,4.14107,FISHING
11,16,0.996,-36.2,2004-08-22 10:00:00,1.74147,4.4284,FISHING
11,16,1.136,-36.201,2004-08-22 11:00:00,0.409249,4.32436,FISHING
11,16,1.195,-36.201,2004-08-22 11:26:00,0.0,4.20545,FISHING
11,16,1.276,-36.201,2004-08-22 12:00:00,1.63658,4.41509,FISHING
11,16,1.416,-36.205,2004-08-22 13:00:00,6.12859,4.32601,FISHING
11,16,1.4380000000000002,-36.208,2004-08-22 13:10:00,2.92117,4.11486,FISHING
11,16,1.556,-36.218,2004-08-22 14:00:00,2.76897,4.38933,FISHING
11,16,1.694,-36.223,2004-08-22 15:00:00,0.731344,4.26527,FISHING
11,16,1.796,-36.228,2004-08-22 15:45:00,1.12169,4.2057400000000005,FISHING
11,16,1.83,-36.229,2004-08-22 16:00:00,165.321,4.20251,FISHING
11,16,1.817,-36.232,2004-08-22 17:00:00,95.4403,0.41208,FISHING
11,16,1.819,-36.238,2004-08-22 17:24:00,4.39871,0.488153,FISHING
11,16,1.822,-36.25,2004-08-22 18:00:00,2.72631,0.636459,FISHING
11,16,1.826,-36.27,2004-08-22 19:00:00,45.0,0.629677,FISHING
11,16,1.832,-36.274,2004-08-22 19:54:00,145.546,0.247442,FISHING
11,16,1.757,-36.275,2004-08-22 20:45:00,15.6256,2.72561,FISHING
11,16,1.74,-36.28,2004-08-22 21:00:00,1.0394,2.18923,FISHING
11,16,1.689,-36.294,2004-08-22 21:32:00,15.8348,3.06278,FISHING
11,16,1.651,-36.317,2004-08-22 22:00:00,32.3307,2.93961,FISHING
11,16,1.601,-36.316,2004-08-22 22:29:00,21.2821,3.1958900000000003,FISHING
11,16,1.541,-36.338,2004-08-22 23:00:00,13.2803,3.82028,FISHING
11,16,1.444,-36.402,2004-08-23 00:03:00,45.9454,3.41819,FISHING
11,16,1.4169999999999998,-36.396,2004-08-23 00:17:00,26.4906,3.66126,FISHING
11,16,1.359,-36.349,2004-08-23 01:00:00,24.088,3.21706,FISHING
11,16,1.254,-36.321,2004-08-23 01:55:00,11.7807,3.66159,FISHING
11,16,1.145,-36.315,2004-08-23 03:00:00,15.8311,3.11246,FISHING
11,16,1.065,-36.333,2004-08-23 04:00:00,14.1878,2.53275,FISHING
11,16,1.027,-36.332,2004-08-23 04:31:00,14.606,2.27251,FISHING
11,16,0.982,-36.319,2004-08-23 05:00:00,42.6785,2.99329,FISHING
11,16,0.922,-36.349,2004-08-23 05:46:00,23.5523,2.70253,FISHING
11,16,0.903,-36.35,2004-08-23 06:00:00,33.9765,2.5186,FISHING
11,16,0.853,-36.32,2004-08-23 07:00:00,56.3525,1.80098,FISHING
11,17,0.85,-36.256,2004-08-23 07:30:00,0.081213,3.9575,NOT_FISHING
11,17,0.847,-36.19,2004-08-23 08:00:00,1.12883,4.08091,NOT_FISHING
11,17,0.8440000000000001,-36.144,2004-08-23 08:22:00,1.82224,3.88279,NOT_FISHING
11,17,0.843,-36.114,2004-08-23 08:36:00,2.32724,3.97302,NOT_FISHING
11,17,0.8390000000000001,-36.06,2004-08-23 09:00:00,1.85045,4.18079,NOT_FISHING
11,17,0.836,-35.988,2004-08-23 09:32:00,0.34036700000000003,4.17298,NOT_FISHING
11,18,0.833,-35.925,2004-08-23 10:00:00,52.49,4.1740900000000005,FISHING
11,18,0.846,-35.914,2004-08-23 10:10:00,40.2364,3.15583,FISHING
11,18,0.963,-35.914,2004-08-23 11:00:00,7.12502,4.3366,FISHING
11,18,0.987,-35.917,2004-08-23 11:11:00,8.60647,4.07491,FISHING
11,18,1.103,-35.914,2004-08-23 12:00:00,2.24994,4.38875,FISHING
11,18,1.195,-35.908,2004-08-23 12:41:00,3.17983,4.16734,FISHING
11,18,1.228,-35.904,2004-08-23 12:55:00,3.5002800000000005,4.40033,FISHING
11,18,1.379,-35.895,2004-08-23 14:00:00,0.288814,4.312880000000002,FISHING
11,18,1.4340000000000002,-35.892,2004-08-23 14:24:00,1.01254,4.2533400000000015,FISHING
11,18,1.517,-35.886,2004-08-23 15:00:00,0.558337,4.28391,FISHING
11,18,1.597,-35.881,2004-08-23 15:35:00,4.53118,4.24426,FISHING
11,18,1.6569999999999998,-35.882,2004-08-23 16:00:00,0.164605,4.44841,FISHING
11,18,1.802,-35.884,2004-08-23 17:00:00,0.7902359999999999,4.47911,FISHING
11,18,1.833,-35.884,2004-08-23 17:14:00,65.2249,4.1036199999999985,FISHING
11,18,1.839,-35.897,2004-08-23 18:00:00,2.97373,0.576593,FISHING
11,18,1.843,-35.907,2004-08-23 18:34:00,23.1986,0.586801,FISHING
11,18,1.849,-35.91300000000001,2004-08-23 19:00:00,12.9946,0.604664,FISHING
11,18,1.854,-35.921,2004-08-23 19:31:00,1.68468,0.563773,FISHING
11,18,1.862,-35.933,2004-08-23 20:08:00,10.4915,0.722114,FISHING
11,18,1.865,-35.94,2004-08-23 20:32:00,127.235,0.587817,FISHING
11,18,1.833,-35.93199999999999,2004-08-23 21:00:00,1.90915,2.18312,FISHING
11,18,1.819,-35.92800000000001,2004-08-23 21:14:00,25.8716,1.92733,FISHING
11,18,1.739,-35.942,2004-08-23 22:00:00,7.42778,3.27198,FISHING
11,18,1.723,-35.947,2004-08-23 22:15:00,7.787339999999999,2.07099,FISHING
11,18,1.634,-35.962,2004-08-23 23:00:00,2.96212,3.71696,FISHING
11,18,1.535,-35.984,2004-08-23 23:54:00,3.64335,3.48044,FISHING
11,18,1.435,-36.01300000000001,2004-08-24 01:00:00,19.3655,2.92357,FISHING
11,18,1.414,-36.028,2004-08-24 01:33:00,20.2826,1.44914,FISHING
11,18,1.381,-36.037,2004-08-24 02:00:00,10.2082,2.34776,FISHING
11,18,1.297,-36.077,2004-08-24 03:00:00,8.7641,2.87355,FISHING
11,18,1.197,-36.107,2004-08-24 04:08:00,9.86581,2.84531,FISHING
11,18,1.107,-36.152,2004-08-24 05:00:00,0.814577,3.5860000000000003,FISHING
11,18,1.022,-36.19300000000001,2004-08-24 05:57:00,151.83,3.06822,FISHING
11,18,1.093,-36.196,2004-08-24 06:59:00,155.101,2.12416,FISHING
11,18,0.977,-36.244,2004-08-24 08:00:00,72.8687,3.81392,FISHING
11,18,0.929,-36.186,2004-08-24 08:47:00,39.6107,2.96835,FISHING
11,18,0.929,-36.173,2004-08-24 09:00:00,9.68879,1.85301,FISHING
11,18,0.936,-36.132,2004-08-24 09:20:00,3.88165,3.85364,FISHING
11,18,0.95,-36.074,2004-08-24 09:49:00,0.0747011,3.81246,FISHING
11,18,0.956,-36.049,2004-08-24 10:00:00,1.83644,4.33097,FISHING
11,18,0.982,-35.923,2004-08-24 11:00:00,68.2314,3.97327,FISHING
11,18,1.111,-35.9,2004-08-24 12:00:00,3.47678,4.0473,FISHING
11,18,1.154,-35.895,2004-08-24 12:20:00,0.361437,4.01132,FISHING
11,18,1.245,-35.885,2004-08-24 13:00:00,2.48219,4.24151,FISHING
11,18,1.396,-35.875,2004-08-24 14:08:00,2.83405,4.12431,FISHING
11,18,1.516,-35.87300000000001,2004-08-24 15:00:00,0.954841,4.27732,FISHING
11,18,1.568,-35.87300000000001,2004-08-24 15:23:00,0.0,4.18995,FISHING
11,18,1.654,-35.87300000000001,2004-08-24 16:00:00,1.21029,4.30755,FISHING
11,18,1.796,-35.87,2004-08-24 17:00:00,0.649305,4.387,FISHING
11,18,1.95,-35.865,2004-08-24 18:09:00,178.493,4.13841,FISHING
11,18,1.933,-35.866,2004-08-24 19:06:00,150.06799999999996,0.553678,FISHING
11,18,1.943,-35.871,2004-08-24 19:48:00,8.1301,0.4932760000000001,FISHING
11,18,1.946,-35.872,2004-08-24 20:00:00,15.2551,0.488346,FISHING
11,18,1.958,-35.88,2004-08-24 20:49:00,11.3099,0.545371,FISHING
11,18,1.96,-35.882,2004-08-24 21:00:00,102.265,0.476386,FISHING
11,18,1.932,-35.9,2004-08-24 22:00:00,15.8077,1.02797,FISHING
11,18,1.84,-35.92800000000001,2004-08-24 23:00:00,7.41358,2.97021,FISHING
11,18,1.798,-35.947,2004-08-24 23:29:00,92.224,2.94563,FISHING
11,18,1.7990000000000002,-35.949,2004-08-24 23:44:00,96.5819,0.27615700000000004,FISHING
11,18,1.777,-35.957,2004-08-25 00:00:00,0.9575,2.71131,FISHING
11,18,1.69,-35.98699999999999,2004-08-25 01:08:00,8.35582,2.50796,FISHING
11,18,1.621,-36.0,2004-08-25 02:00:00,4.08784,2.50235,FISHING
11,18,1.517,-36.012,2004-08-25 03:00:00,4.72799,3.23359,FISHING
11,18,1.442,-36.027,2004-08-25 04:00:00,13.7294,2.36241,FISHING
11,18,1.371,-36.024,2004-08-25 05:00:00,33.221,2.19497,FISHING
11,18,1.319,-36.055,2004-08-25 05:36:00,12.9826,3.11628,FISHING
11,18,1.291,-36.064,2004-08-25 06:00:00,3.21862,2.27101,FISHING
11,18,1.226,-36.089,2004-08-25 06:42:00,18.4349,3.07285,FISHING
11,18,1.209,-36.103,2004-08-25 07:00:00,7.6805,2.26721,FISHING
11,18,1.145,-36.172,2004-08-25 07:48:00,24.9039,3.63318,FISHING
11,18,1.123,-36.181,2004-08-25 08:00:00,41.1859,3.670830000000001,FISHING
11,18,1.117,-36.19300000000001,2004-08-25 08:16:00,68.4047,1.55376,FISHING
11,18,1.048,-36.187,2004-08-25 09:00:00,9.93948,2.91719,FISHING
11,18,1.002,-36.191,2004-08-25 09:22:00,116.969,3.88959,FISHING
11,18,1.05,-36.268,2004-08-25 10:00:00,11.9382,4.42465,FISHING
11,18,1.125,-36.346,2004-08-25 10:43:00,0.666608,4.6632099999999985,FISHING
11,18,1.156,-36.379,2004-08-25 11:00:00,0.629599,4.93533,FISHING
11,18,1.258,-36.49,2004-08-25 11:58:00,21.3984,4.81621,FISHING
11,18,1.385,-36.552,2004-08-25 13:00:00,28.1422,4.22417,FISHING
11,18,1.493,-36.548,2004-08-25 13:46:00,5.58933,4.35409,FISHING
11,18,1.526,-36.55,2004-08-25 14:00:00,2.43791,4.37638,FISHING
11,18,1.671,-36.565,2004-08-25 15:00:00,3.5561800000000003,4.50257,FISHING
11,18,1.695,-36.569,2004-08-25 15:11:00,3.3301,4.0991800000000005,FISHING
11,18,1.816,-36.582,2004-08-25 16:00:00,52.904,4.6027,FISHING
11,18,1.819,-36.587,2004-08-25 16:50:00,6.9112300000000015,0.216044,FISHING
11,18,1.833,-36.605,2004-08-25 17:41:00,2.33731,0.828377,FISHING
11,18,1.838,-36.612,2004-08-25 18:00:00,69.2277,0.838781,FISHING
11,18,1.83,-36.624,2004-08-25 19:00:00,52.125,0.445308,FISHING
11,18,1.831,-36.627,2004-08-25 19:11:00,24.2744,0.5325270000000001,FISHING
11,18,1.843,-36.64,2004-08-25 20:00:00,12.9645,0.6689430000000001,FISHING
11,18,1.847,-36.647,2004-08-25 20:26:00,156.615,0.574443,FISHING
11,18,1.843,-36.644,2004-08-25 21:00:00,36.8699,0.272486,FISHING
11,18,1.77,-36.644,2004-08-25 21:51:00,3.94519,2.65269,FISHING
11,18,1.741,-36.642,2004-08-25 22:05:00,14.5991,3.84798,FISHING
11,18,1.64,-36.661,2004-08-25 23:01:00,15.9278,3.40104,FISHING
11,18,1.575,-36.655,2004-08-25 23:34:00,19.0102,3.66585,FISHING
12,18,1.53,-36.666,2004-08-26 00:00:00,21.5014,3.3019199999999995,FISHING
12,18,1.464,-36.657,2004-08-26 00:49:00,52.7652,2.5193,FISHING
12,18,1.4480000000000002,-36.673,2004-08-26 01:00:00,30.0184,3.81159,FISHING
12,18,1.3769999999999998,-36.692,2004-08-26 02:00:00,12.5712,2.27013,FISHING
12,18,1.354,-36.704,2004-08-26 02:23:00,41.5891,2.0902,FISHING
12,18,1.314,-36.694,2004-08-26 03:00:00,12.5288,2.06514,FISHING
12,18,1.254,-36.664,2004-08-26 03:48:00,16.46,2.58986,FISHING
12,18,1.239,-36.65,2004-08-26 04:00:00,3.21949,3.1684400000000004,FISHING
12,18,1.167,-36.59,2004-08-26 05:00:00,9.02142,2.89461,FISHING
12,18,1.12,-36.562,2004-08-26 05:37:00,28.7503,2.74008,FISHING
12,18,1.1,-36.528,2004-08-26 06:00:00,42.1804,3.17797,FISHING
12,18,1.084,-36.523,2004-08-26 06:10:00,25.9446,3.10656,FISHING
12,18,1.032,-36.474,2004-08-26 07:00:00,22.5731,2.64805,FISHING
12,19,0.958,-36.446,2004-08-26 07:59:00,9.44796,2.4852,NOT_FISHING
12,19,0.872,-36.396,2004-08-26 08:51:00,1.73059,3.54524,NOT_FISHING
12,19,0.848,-36.383,2004-08-26 09:05:00,1.43306,3.61304,NOT_FISHING
12,19,0.754,-36.329,2004-08-26 10:00:00,1.17004,3.65272,NOT_FISHING
12,19,0.7120000000000001,-36.306,2004-08-26 10:25:00,9.31299,3.54967,NOT_FISHING
12,19,0.657,-36.26300000000001,2004-08-26 11:00:00,17.7436,3.69655,NOT_FISHING
12,19,0.608,-36.191,2004-08-26 11:45:00,1.07375,3.58658,NOT_FISHING
12,19,0.591,-36.167,2004-08-26 12:00:00,0.319193,3.63358,NOT_FISHING
12,19,0.5770000000000001,-36.147,2004-08-26 12:13:00,1.481,3.48015,NOT_FISHING
12,19,0.528,-36.073,2004-08-26 13:00:00,2.3987,3.49947,NOT_FISHING
12,19,0.507,-36.044,2004-08-26 13:19:00,3.08118,3.49231,NOT_FISHING
12,19,0.467,-35.982,2004-08-26 14:00:00,0.682477,3.33502,NOT_FISHING
12,19,0.418,-35.908,2004-08-26 14:54:00,0.711488,3.04587,NOT_FISHING
12,19,0.36,-35.81800000000001,2004-08-26 16:00:00,0.794148,3.00643,NOT_FISHING
12,19,0.325,-35.762,2004-08-26 16:42:00,4.46385,2.91388,NOT_FISHING
12,19,0.308,-35.73900000000001,2004-08-26 17:00:00,5.60834,2.94465,NOT_FISHING
12,19,0.259,-35.657,2004-08-26 18:00:00,2.82918,2.9505,NOT_FISHING
12,19,0.249,-35.642,2004-08-26 18:12:00,3.22452,2.7841400000000003,NOT_FISHING
12,19,0.209,-35.574,2004-08-26 19:00:00,0.69376,3.04596,NOT_FISHING
12,19,0.157,-35.488,2004-08-26 20:00:00,2.53076,3.10414,NOT_FISHING
12,19,0.129,-35.446,2004-08-26 20:28:00,3.22452,3.3409800000000005,NOT_FISHING
12,19,0.099,-35.395,2004-08-26 21:00:00,2.71297,3.4267199999999995,NOT_FISHING
